-7,3,31,-1,-40,-11,27,29,24,1,35,-68,-46,-12,0,0
-27,-30,-46,-2,-14,98,131,142,-32,19,9,51,-48,-25,0,0
49,53,175,-81,-185,14,-144,-75,111,7,183,194,107,36,0,0
-85,-20,-128,126,-421,-81,43,-83,-186,-77,43,-52,180,39,0,0

22,-22,9,-21,87,-108,-9,-2,132,-22,90,23,116,64,0,0
13,2,-64,-128,-34,2,-109,32,-22,-78,70,98,74,-18,0,0
48,13,-120,29,51,-96,266,-354,186,41,-119,-49,-160,-39,0,0
8,-57,10,3,91,23,225,144,148,-25,-160,94,-150,-56,0,0
