26,-29,17,64,24
93,116,185,44,71
86,26,4,30,51
39,18,108,88,105
40,50,78,11,15

17,28,88,121,9
27,148,35,121,93
34,76,36,118,36
25,24,46,79,2
29,167,60,50,45

